,From,To,Taxonomy
9618,Q9XI90,3702.AT1G13960.1,3702
9619,Q9VLU5,7227.FBpp0079172,7227
9620,Q5GH77,9606.ENSP00000331704,9606
9621,Q9H6D3,9606.ENSP00000362991,9606
9622,P40383,4896.SPAC17A5.14.1,4896
9623,Q9XWU8,6239.Y37D8A.22,6239
9624,Q03433,4932.YML041C,4932
9625,Q9GZS3,9606.ENSP00000267973,9606
9626,P0C1S8,9606.ENSP00000380675,9606
9627,Q33DK1,4530.OS12T0101600-00,4530
9628,Q9LG05,3702.AT1G55600.1,3702
9629,Q0DAJ3,4530.OS06T0649000-01,4530
9630,Q6EPZ0,4530.OS09T0417800-01,4530
9631,Q9P7B5,4896.SPAC521.02.1,4896
9632,Q13426,9606.ENSP00000421491,9606
9633,P13010,9606.ENSP00000375978,9606
9634,Q9H0D6,9606.ENSP00000366396,9606
9635,Q9FQ04,3702.AT1G54490.1,3702
9636,O64642,3702.AT2G45620.1,3702
9637,Q6DRC5,7955.ENSDARP00000043801,7955
9638,Q12132,4932.YPL230W,4932
9639,Q9BVJ6,9606.ENSP00000377944,9606
9640,O13821,4896.SPAC19A8.05c.1,4896
9641,Q9VU87,7227.FBpp0075560,7227
9642,Q03631,4932.YML076C,4932
9643,Q61048,10090.ENSMUSP00000022601,10090
9644,Q9VU68,7227.FBpp0075581,7227
9645,Q96EX3,9606.ENSP00000361800,9606
9646,Q9UNX4,9606.ENSP00000308179,9606
9647,Q3UDP0,10090.ENSMUSP00000138543,10090
9648,Q8CGF6,10090.ENSMUSP00000057482,10090
9649,Q8GXA4,3702.AT4G26455.1,3702
9650,Q1MTR3,4896.SPBC1685.14c.1,4896
9651,Q9LHF5,3702.AT3G24440.1,3702
9652,Q64727,10090.ENSMUSP00000022369,10090
9653,Q9FPW4,3702.AT5G59710.1,3702
9654,Q9FNQ0,3702.AT5G61150.1,3702
9655,P21576,4932.YKR001C,4932
9656,O42250,7955.ENSDARP00000073224,7955
9657,H2L0H5,6239.R08C7.10b,6239
9658,Q17963,6239.C14B1.4,6239
9659,Q9VLN1,7227.FBpp0079266,7227
9660,A4PES0,9823.ENSSSCP00000017471,9823
9661,Q9SB92,3702.AT2G17950.1,3702
9662,O00308,9606.ENSP00000352069,9606
9663,Q06685,4932.YLR410W,4932
9664,B5X0I6,3702.AT2G06210.1,3702
9665,P37398,4530.OS01T0911700-02,4530
9666,Q9VIP8,7227.FBpp0080879,7227
9667,Q6QZQ4,10116.ENSRNOP00000067724,10116
9668,Q19848,6239.F28B12.3.1,6239
9669,Q8K3G5,10090.ENSMUSP00000002275,10090
9670,Q9NP79,9606.ENSP00000356602,9606
9671,Q9C8M5,3702.AT1G53700.1,3702
9672,Q84WL6,3702.AT3G23090.2,3702
9673,Q9H1Z4,9606.ENSP00000365919,9606
9674,Q5U4F6,10090.ENSMUSP00000109340,10090
9675,Q8BND3,10090.ENSMUSP00000082895,10090
9676,Q8IWA0,9606.ENSP00000314193,9606
9677,Q6UXN9,9606.ENSP00000296490,9606
9678,Q9FND4,3702.AT5G43920.1,3702
9679,Q9V3J8,7227.FBpp0300790,7227
9680,O48724,3702.AT2G26570.1,3702
9681,Q07655,4932.YDL224C,4932
9682,Q94AV5,3702.AT3G13360.1,3702
9683,Q9Z0G8,10116.ENSRNOP00000012747,10116
9684,O04193,3702.AT2G39900.1,3702
9685,Q6IEQ7,4530.OS01T0826400-01,4530
9686,Q8S8P5,3702.AT2G38470.1,3702
9687,Q9SUP6,3702.AT4G23810.1,3702
9688,Q9FL26,3702.AT5G46350.1,3702
9689,Q9VE86,7227.FBpp0291513,7227
9690,P38838,4932.YHR134W,4932
9691,Q8TED0,9606.ENSP00000296792,9606
9692,O13878,4896.SPAC1B3.13.1,4896
9693,Q2YD98,9606.ENSP00000374501,9606
9694,P48044,9913.ENSBTAP00000055744,9913
9695,Q14119,9606.ENSP00000462337,9606
9696,Q9LVC6,3702.AT5G57320.1,3702
9697,P31000,10116.ENSRNOP00000024430,10116
9698,O74977,4896.SPCC1827.04.1,4896
9699,Q5BBX1,162425.CADANIAP00008619,162425
9700,Q9HE11,4896.SPAC20H4.01.1,4896
9701,Q9NYH9,9606.ENSP00000261708,9606
9702,Q02354,4932.YDR449C,4932
9703,O65570,3702.AT4G30160.2,3702
9704,Q9C950,3702.AT1G61040.1,3702
9705,Q9W1R5,7227.FBpp0071946,7227
9706,P87129,4896.SPAC3A12.15.1,4896
9707,O94388,4896.SPBC29A10.11c.1,4896
9708,Q9M9F0,3702.AT1G78310.1,3702
9709,Q9P6R1,4896.SPBC13E7.09.1,4896
9710,Q502W6,9606.ENSP00000417955,9606
9711,Q8RXP6,3702.AT5G20520.1,3702
9712,O75554,9606.ENSP00000368801,9606
9713,Q8GYX9,3702.AT3G04630.1,3702
9714,Q9LL85,4113.PGSC0003DMT400045439,4113
9715,P0C7L0,10090.ENSMUSP00000120240,10090
9716,P83741,10090.ENSMUSP00000063001,10090
9717,Q91XU0,10090.ENSMUSP00000021832,10090
9718,P47165,4932.YJR133W,4932
9719,Q6NLW5,3702.AT5G48720.2,3702
9720,P97789,10090.ENSMUSP00000034981,10090
9721,Q9FQ03,3702.AT1G75660.1,3702
9722,P38326,4932.YBR231C,4932
9723,Q06707,4932.YLR385C,4932
9724,Q944M5,3702.AT3G28007.1,3702
9725,O14350,4896.SPBC30D10.04.1,4896
9726,Q8K3D3,10090.ENSMUSP00000057512,10090
9727,Q9USL3,4896.SPCC18B5.08c.1,4896
9728,P00958,4932.YGR264C,4932
9729,P47897,9606.ENSP00000307567,9606
9730,Q9QZE9,10116.ENSRNOP00000016002,10116
9731,Q8GWQ6,3702.AT5G63440.2,3702
9732,Q9LDT3,3702.AT1G23420.1,3702
9733,Q9M0V4,3702.AT4G05410.1,3702
9734,Q04925,4932.YDR222W,4932
9735,O42854,4896.SPAC23A1.17.1,4896
9736,O60059,4896.SPBC56F2.08c.1,4896
9737,Q9Y7K5,4896.SPBC2A9.03.1,4896
9738,P53139,4932.YGL108C,4932
9739,O42973,4896.SPBC20F10.03.1,4896
9740,O13619,4896.SPBP22H7.03.1,4896
9741,Q9USP7,4896.SPBC902.06.1,4896
9742,Q9UTK9,4896.SPAC144.17c.1,4896
9743,P47072,4932.YJL016W,4932
9744,Q9HDZ0,4896.SPAP11E10.01.1,4896
9745,Q9P7G6,4896.SPAP14E8.02.1,4896
9746,Q9P6P7,4896.SPAC644.16.1,4896
9747,Q9C0Z1,4896.SPAPB24D3.01.1,4896
9748,Q9UTQ5,4896.SPAC1071.09c.1,4896
9749,Q06188,4932.YLR455W,4932
9750,Q9P6K0,4896.SPAC1527.03.1,4896
9751,Q9UTR8,4896.SPAC1006.03c.1,4896
9752,P49750,9606.ENSP00000324463,9606
9753,Q99LW6,10090.ENSMUSP00000079179,10090
9754,Q09874,4896.SPAC12G12.11c.1,4896
9755,Q54QV3,44689.DDB0191191,44689
9756,Q9Y7R1,4896.SPCC2H8.04.1,4896
9757,Q12489,4932.YDL012C,4932
9758,Q03482,4932.YDR210W,4932
9759,O13874,4896.SPAC1B3.09c.1,4896
9760,O13822,4896.SPAC19A8.06.1,4896
9761,O14114,4896.SPAC31G5.19.1,4896
9762,O14030,4896.SPAC29B12.08.1,4896
9763,O42648,4896.SPAC10F6.08c.1,4896
9764,O94378,4896.SPBC1604.12.1,4896
9765,P53336,4932.YGR283C,4932
9766,Q6H668,4530.OS02T0643200-01,4530
9767,Q0JBF0,4530.OS04T0536300-01,4530
9768,P46938,10090.ENSMUSP00000069554,10090
9769,Q03935,4932.YDR259C,4932
9770,O59672,4896.SPBC29A3.09c.1,4896
9771,O42928,4896.SPBC16C6.04.1,4896
9772,Q5AKU3,5476.C4YFT1,5476
9773,O74830,4896.SPCC1183.02.1,4896
9774,Q9Y7V1,4896.SPCC645.12c.1,4896
9775,O74561,4896.SPCC970.08.1,4896
9776,Q10422,4896.SPAC25G10.01.1,4896
9777,P87143,4896.SPAC57A7.13.1,4896
9778,O13799,4896.SPAC17H9.02.1,4896
9779,O14306,4896.SPAC9G1.10c.1,4896
9780,O13781,4896.SPAC17G6.03.1,4896
9781,O13856,4896.SPAC1A6.02.1,4896
9782,O42845,4896.SPAC23A1.07.1,4896
9783,P53185,4932.YGL036W,4932
9784,Q12173,4932.YGR109W-A,4932
9785,Q9Y7M1,4896.SPBC725.04.1,4896
9786,O74953,4896.SPCC736.07c.1,4896
9787,O22152,3702.AT2G45190.1,3702
9788,O14338,4896.SPBC2F12.03c.1,4896
9789,O13657,4896.SPBC27B12.12c.1,4896
9790,P34220,4932.YBL055C,4932
9791,O74823,4896.SPBC337.12.1,4896
9792,O43013,4896.SPBC2G2.14.1,4896
9793,P38315,4932.YBR216C,4932
9794,O42943,4896.SPBC16H5.08c.1,4896
9795,O94525,4896.SPBC609.01.1,4896
9796,P38276,4932.YBR137W,4932
9797,P53169,4932.YGL060W,4932
9798,O94724,4896.SPCC1393.12.1,4896
9799,O74497,4896.SPCC285.10c.1,4896
9800,Q03193,4932.YDR090C,4932
9801,Q03780,4932.YDR239C,4932
9802,P39994,4932.YEL020C,4932
9803,A1A5H8,7955.ENSDARP00000009659,7955
9804,O13757,4896.SPAC17A2.07c.1,4896
9805,O13905,4896.SPAC22A12.14c.1,4896
9806,O43048,4896.SPBC215.01.1,4896
9807,O60167,4896.SPBC19F8.03c.1,4896
9808,Q9P7R8,4896.SPBC211.03c.1,4896
9809,Q09800,4896.SPAC22G7.07c.1,4896
9810,Q7XIM7,4530.OS07T0160100-02,4530
9811,Q08182,4932.YOL028C,4932
9812,Q10332,4896.SPBC582.10c.1,4896
9813,Q9JKB3,10090.ENSMUSP00000032309,10090
9814,O94645,4896.SPBC21.03c.1,4896
9815,O94601,4896.SPCC622.14.1,4896
9816,O74521,4896.SPCC663.15c.1,4896
9817,O74840,4896.SPCC1235.03.1,4896
9818,Q3E756,4932.YBL029C-A,4932
9819,P58557,9606.ENSP00000329614,9606
9820,Q10201,4896.SPBC17D1.07c.1,4896
9821,P38277,4932.YBR138C,4932
9822,O94589,4896.SPCC584.03c.1,4896
9823,Q10369,4896.SPAC22E12.19.1,4896
9824,P87137,4896.SPAC57A7.06.1,4896
9825,O13801,4896.SPAC17H9.04c.1,4896
9826,Q12463,4932.YOL124C,4932
9827,O13935,4896.SPAC23C4.17.1,4896
9828,P46959,4932.YJL125C,4932
9829,P62079,9606.ENSP00000307701,9606
9830,Q9ULT0,9606.ENSP00000378320,9606
9831,P36097,4932.YKL033W,4932
9832,P49638,9606.ENSP00000260116,9606
9833,P83876,9606.ENSP00000269601,9606
9834,Q715T0,10090.ENSMUSP00000089358,10090
9835,Q9USG9,4896.SPCP31B10.05.1,4896
9836,Q9UTI7,4896.SPAC15E1.04.1,4896
9837,Q8VY74,3702.AT2G43370.1,3702
9838,Q13432,9606.ENSP00000337040,9606
9839,Q9FMY5,3702.AT5G42820.2,3702
9840,Q94A84,3702.AT3G50740.1,3702
9841,Q9LR44,3702.AT1G05560.1,3702
9842,Q08747,4932.YOR295W,4932
9843,Q8WVN8,9606.ENSP00000267938,9606
9844,Q9NPD8,9606.ENSP00000356243,9606
9845,P25976,10090.ENSMUSP00000133844,10090
9846,Q9HBA0,9606.ENSP00000406191,9606
9847,Q9R186,10116.ENSRNOP00000020616,10116
9848,G5EEV2,6239.C47D12.1a,6239
9849,Q9Y4A5,9606.ENSP00000352925,9606
9850,Q42403,3702.AT5G42980.1,3702
9851,P34760,4932.YML028W,4932
9852,O13956,4896.SPAC23H4.15.1,4896
9853,Q8NFU3,9606.ENSP00000388293,9606
9854,P53804,9606.ENSP00000381981,9606
9855,Q9NX01,9606.ENSP00000268483,9606
9856,Q8BG60,10090.ENSMUSP00000102710,10090
9857,O60078,4896.SPCC1494.04c.1,4896
9858,P06785,4932.YOR074C,4932
9859,Q9M2X3,3702.AT3G49850.1,3702
9860,Q24119,7227.FBpp0306032,7227
9861,Q9UDY6,9606.ENSP00000397073,9606
9862,Q28283,9612.ENSCAFP00000043023,9612
9863,Q9UBP6,9606.ENSP00000314441,9606
9864,Q9C8J7,3702.AT1G51450.1,3702
9865,Q9UL62,9606.ENSP00000262839,9606
9866,Q9Y210,9606.ENSP00000340913,9606
9867,Q8GV05,3702.AT5G53200.1,3702
9868,Q63HK5,9606.ENSP00000240587,9606
9869,P38427,4932.YML100W,4932
9870,Q55FT4,44689.DDB0229382,44689
9871,Q9H2G4,9606.ENSP00000364591,9606
9872,Q0HA38,10090.ENSMUSP00000099779,10090
9873,P41842,6239.T20B12.1,6239
9874,Q62187,10090.ENSMUSP00000097809,10090
9875,A4Q9F4,10090.ENSMUSP00000028248,10090
9876,Q9BX84,9606.ENSP00000354006,9606
9877,Q8IRW8,7227.FBpp0070347,7227
9878,Q04120,4932.YDR453C,4932
9879,Q9UJT2,9606.ENSP00000246801,9606
9880,Q8NG11,9606.ENSP00000396270,9606
9881,Q7K556,7227.FBpp0112273,7227
9882,Q9VM91,7227.FBpp0078935,7227
9883,A2APC3,10090.ENSMUSP00000099444,10090
9884,Q9SIY3,3702.AT2G11890.1,3702
9885,Q9C0H2,9606.ENSP00000258796,9606
9886,Q09715,4896.SPAC18B11.10.1,4896
9887,P10074,9606.ENSP00000366902,9606
9888,Q8L716,3702.AT1G60900.1,3702
9889,Q9D883,10090.ENSMUSP00000014684,10090
9890,B9FXT3,4530.OS07T0549600-01,4530
9891,Q18297,6239.C29E6.2a,6239
9892,Q7Z020,7227.FBpp0304207,7227
9893,Q8BLA8,10090.ENSMUSP00000043594,10090
9894,Q9LUI3,3702.AT3G22780.1,3702
9895,Q9H0U9,9606.ENSP00000357597,9606
9896,Q6PF05,9606.ENSP00000422188,9606
9897,Q96NG3,9606.ENSP00000478589,9606
9898,B2RX14,10090.ENSMUSP00000095538,10090
9899,Q91YR1,10090.ENSMUSP00000023087,10090
9900,Q6IBS0,9606.ENSP00000303908,9606
9901,Q99P25,10090.ENSMUSP00000034365,10090
9902,P38319,4932.YBR223C,4932
9903,O75643,9606.ENSP00000317123,9606
9904,Q15029,9606.ENSP00000392094,9606
9905,Q07307,162425.CADANIAP00007742,162425
9906,P51965,9606.ENSP00000303709,9606
9907,Q13404,9606.ENSP00000340305,9606
9908,Q9LKA4,3702.AT3G15010.2,3702
9909,P35129,6239.M7.1,6239
9910,Q9SCJ9,3702.AT3G49600.1,3702
9911,O88623,10090.ENSMUSP00000034508,10090
9912,Q9VRP5,7227.FBpp0076806,7227
9913,Q9H0E7,9606.ENSP00000258499,9606
9914,Q92353,4896.SPAC6G9.08.1,4896
9915,P0C5X8,10116.ENSRNOP00000062088,10116
9916,Q9VFM9,7227.FBpp0082352,7227
9917,Q9VQM4,7227.FBpp0077263,7227
9918,O95551,9606.ENSP00000367440,9606
9919,P38820,4932.YHR111W,4932
9920,Q8R5H1,10090.ENSMUSP00000020334,10090
9921,Q5U349,10116.ENSRNOP00000009975,10116
9922,Q8TEY7,9606.ENSP00000359829,9606
9923,O24454,3702.AT4G39910.1,3702
9924,Q96K76,9606.ENSP00000433146,9606
9925,Q8LAM0,3702.AT2G22310.2,3702
9926,Q12229,4932.YDL091C,4932
9927,Q922Y1,10090.ENSMUSP00000093974,10090
9928,Q42605,3702.AT1G12780.1,3702
9929,Q8TAS1,9606.ENSP00000420270,9606
9930,Q8VDF2,10090.ENSMUSP00000001258,10090
9931,Q7TMI3,10090.ENSMUSP00000025739,10090
9932,Q13564,9606.ENSP00000351990,9606
9933,Q8RWN0,3702.AT1G10570.1,3702
9934,G5EDZ2,6239.T07C4.1.1,6239
9935,Q6DGE9,7955.ENSDARP00000023678,7955
9936,Q86WB7,9606.ENSP00000230256,9606
9937,Q8BL48,10090.ENSMUSP00000021116,10090
9938,Q9VTY6,7227.FBpp0075690,7227
9939,Q9CQ84,10090.ENSMUSP00000100577,10090
9940,Q9BZL1,9606.ENSP00000351492,9606
9941,Q9UUB6,4896.SPBC409.06.1,4896
9942,Q96RU2,9606.ENSP00000003302,9606
9943,Q9P275,9606.ENSP00000441214,9606
9944,Q9Y6I4,9606.ENSP00000369681,9606
9945,Q8C2S0,10090.ENSMUSP00000092975,10090
9946,Q8R512,10116.ENSRNOP00000021342,10116
9947,O94888,9606.ENSP00000296328,9606
9948,Q08562,4932.YOR191W,4932
9949,P39001,4932.YDR207C,4932
9950,Q4V5A3,7227.FBpp0087667,7227
9951,Q14146,9606.ENSP00000258243,9606
9952,P25490,9606.ENSP00000262238,9606
9953,Q9SHZ6,3702.AT2G22090.2,3702
9954,O80678,3702.AT2G41060.1,3702
9955,Q8WVY7,9606.ENSP00000296786,9606
9956,Q9NZI7,9606.ENSP00000283629,9606
9957,Q9Y2K6,9606.ENSP00000313811,9606
9958,Q9UHP3,9606.ENSP00000383044,9606
9959,P40453,4932.YIL156W,4932
9960,Q6WKZ8,10090.ENSMUSP00000108961,10090
9961,Q10267,4896.SPAC13G7.03.1,4896
9962,P38627,4932.YJR103W,4932
9963,P34241,4932.YKL014C,4932
9964,Q9I969,9031.ENSGALP00000022390,9031
9965,Q86VQ3,9606.ENSP00000304908,9606
9966,Q8N427,9606.ENSP00000199447,9606
9967,Q8H1D9,3702.AT5G15170.1,3702
9968,Q04235,4932.YML005W,4932
9969,A1L167,9606.ENSP00000382713,9606
9970,Q9LES2,3702.AT3G56860.3,3702
9971,Q9BSL1,9606.ENSP00000360821,9606
9972,P28263,4932.YEL012W,4932
9973,O15205,9606.ENSP00000366249,9606
9974,Q96B02,9606.ENSP00000397453,9606
9975,Q9UMW8,9606.ENSP00000215794,9606
9976,Q07963,4932.YLR024C,4932
9977,Q9R0P9,10090.ENSMUSP00000031131,10090
9978,Q9JKB1,10090.ENSMUSP00000002289,10090
9979,P48412,4932.YGR072W,4932
9980,Q1MTQ1,4896.SPBC1604.20c.1,4896
9981,Q6NME7,3702.AT1G56260.1,3702
9982,Q9WTS4,10090.ENSMUSP00000110711,10090
9983,Q5DP50,10090.ENSMUSP00000093021,10090
9984,Q9DAG4,10090.ENSMUSP00000066786,10090
9985,O94634,4896.SPBC1677.03c.1,4896
9986,Q9LVI4,3702.AT3G17860.1,3702
9987,Q93ZM9,3702.AT5G13220.1,3702
9988,Q9R1X4,10090.ENSMUSP00000058021,10090
9989,P79065,4896.SPAC3C7.12.1,4896
9990,Q5JNS0,4530.OS01T0293100-01,4530
9991,Q8N661,9606.ENSP00000321038,9606
9992,Q5PQX1,10116.ENSRNOP00000005280,10116
9993,Q6NQK0,3702.AT1G76970.1,3702
9994,Q8L860,3702.AT4G32760.2,3702
9995,Q80Z37,10090.ENSMUSP00000046843,10090
9996,Q9T041,3702.AT4G27060.1,3702
9997,Q9P940,5476.C4YPA3,5476
9998,O75005,4896.SPBC1709.02c.1,4896
9999,Q9P3W1,4896.SPAC458.07.1,4896
10000,Q7KSD8,7227.FBpp0302532,7227
10001,Q8CHV6,10090.ENSMUSP00000018795,10090
10002,O13722,4896.SPAC15A10.02.1,4896
10003,Q03761,4932.YDR145W,4932
10004,G5EGM3,6239.W04A8.7,6239
10005,Q5HZG4,10090.ENSMUSP00000026888,10090
10006,O75529,9606.ENSP00000258281,9606
10007,O74462,4896.SPCC16C4.18c.1,4896
10008,P0CE95,44689.DDB0233802,44689
10009,Q6NXT6,9606.ENSP00000385347,9606
10010,Q9H4B7,9606.ENSP00000217133,9606
10011,P23258,9606.ENSP00000251413,9606
10012,O74428,4896.SPCC162.12.1,4896
10013,O14776,9606.ENSP00000296702,9606
10014,A8J8F6,3055.EDO99707,3055
10015,Q9D7K2,10090.ENSMUSP00000021130,10090
10016,Q9W6V6,9031.ENSGALP00000038367,9031
10017,P0C5Y7,4896.SPCC1393.14.1,4896
10018,P47226,10090.ENSMUSP00000111127,10090
10019,Q3URK3,10090.ENSMUSP00000133279,10090
10020,A0JP82,8364.ENSXETP00000054061,8364
10021,Q53QW1,9606.ENSP00000315557,9606
10022,Q9VW27,7227.FBpp0271915,7227
10023,Q13888,9606.ENSP00000328901,9606
10024,Q13889,9606.ENSP00000445162,9606
10025,Q9NZI6,9606.ENSP00000263707,9606
10026,P32367,4932.YBR123C,4932
10027,O94481,4896.SPCC1919.14c.1,4896
10028,Q12308,4932.YPL007C,4932
10029,Q22703,6239.T23G7.1,6239
10030,O14948,9606.ENSP00000265440,9606
10031,O43548,9606.ENSP00000220420,9606
10032,Q9FX53,3702.AT1G13450.1,3702
10033,Q96EK4,9606.ENSP00000304689,9606
10034,Q9JMB1,10090.ENSMUSP00000020566,10090
10035,Q93VM9,3702.AT5G09860.1,3702
10036,Q8R3N6,10090.ENSMUSP00000025137,10090
10037,Q9LMA8,3702.AT1G19180.1,3702
10038,O95411,9606.ENSP00000352424,9606
10039,Q62318,10090.ENSMUSP00000005705,10090
10040,Q9Z2Y1,10116.ENSRNOP00000043366,10116
10041,Q570C0,3702.AT3G62980.1,3702
10042,Q9BRJ7,9606.ENSP00000306670,9606
10043,Q9H0C3,9606.ENSP00000266534,9606
10044,Q9SPU7,3702.AT5G16850.1,3702
10045,Q14AT2,10090.ENSMUSP00000109345,10090
10046,Q14BK3,10090.ENSMUSP00000114092,10090
10047,Q9UNN4,9606.ENSP00000384597,9606
10048,Q06339,4932.YDR362C,4932
10049,O95379,9606.ENSP00000427424,9606
10050,Q93XM6,3702.AT1G08320.3,3702
10051,O74430,4896.SPCC1672.09.1,4896
10052,Q12052,4932.YPL157W,4932
10053,Q8L719,3702.AT5G02530.1,3702
10054,Q8L4M1,3702.AT2G19430.1,3702
10055,O13539,4932.YHR167W,4932
10056,O13927,4896.SPAC23C4.07.1,4896
10057,Q8MKF1,9913.ENSBTAP00000009334,9913
10058,Q9CA28,3702.AT1G68540.1,3702
10059,P30974,7227.FBpp0111701,7227
10060,Q8N9M5,9606.ENSP00000315387,9606
10061,Q8TBZ6,9606.ENSP00000273962,9606
10062,Q12466,4932.YOR086C,4932
10063,D3GKW6,3702.AT2G30432.1,3702
10064,P80315,10090.ENSMUSP00000133523,10090
10065,P42932,10090.ENSMUSP00000026704,10090
10066,Q86WV5,9606.ENSP00000380762,9606
10067,Q6N022,9606.ENSP00000278550,9606
10068,O14746,9606.ENSP00000309572,9606
10069,Q9NXF1,9606.ENSP00000364037,9606
10070,Q96LM6,9606.ENSP00000307142,9606
10071,Q969F1,9606.ENSP00000357863,9606
10072,Q9NQB0,9606.ENSP00000358404,9606
10073,E3VNM4,3702.AT5G06839.3,3702
10074,Q7Z6K1,9606.ENSP00000400500,9606
10075,Q8L773,3702.AT5G59950.5,3702
10076,Q94EH8,3702.AT1G66260.2,3702
10077,Q12049,4932.YPR045C,4932
10078,Q9C9E3,3702.AT1G72450.1,3702
10079,Q94KE2,3702.AT3G22380.2,3702
10080,Q8LBM2,3702.AT1G30135.1,3702
10081,Q9FUH9,4577.GRMZM2G039113_P02,4577
10082,Q69ZR9,10090.ENSMUSP00000022450,10090
10083,Q9P6N7,4896.SPAC823.09c.1,4896
10084,P07437,9606.ENSP00000339001,9606
10085,Q9CXF4,10090.ENSMUSP00000020339,10090
10086,Q9ULP9,9606.ENSP00000293970,9606
10087,Q8IZP1,9606.ENSP00000482345,9606
10088,Q15814,9606.ENSP00000361967,9606
10089,P28147,3702.AT3G13445.1,3702
10090,O95935,9606.ENSP00000358677,9606
10091,Q19691,6239.F21H11.3,6239
10092,Q22292,6239.T07C4.2,6239
10093,Q9Y4C2,9606.ENSP00000419235,9606
10094,Q8K1H1,10090.ENSMUSP00000099993,10090
10095,Q7T0L4,9031.ENSGALP00000001323,9031
10096,Q10274,4896.SPAC13G7.10.1,4896
10097,O35144,10090.ENSMUSP00000118759,10090
10098,Q9P6R0,4896.SPBC13E7.10c.1,4896
10099,O95932,9606.ENSP00000202625,9606
10100,Q08188,9606.ENSP00000370867,9606
10101,Q923W1,10090.ENSMUSP00000054112,10090
10102,Q9NVV9,9606.ENSP00000254250,9606
10103,Q9SRH9,3702.AT3G01320.1,3702
10104,P91868,6239.F32H2.1a,6239
10105,Q6IEG0,9606.ENSP00000339834,9606
10106,Q03782,4932.YDR240C,4932
10107,Q9ERB5,10090.ENSMUSP00000032362,10090
10108,Q965H3,6239.C50E10.4b,6239
10109,Q06945,9606.ENSP00000244745,9606
10110,O94519,4896.SPCC1281.02c.1,4896
10111,Q9Y657,9606.ENSP00000365019,9606
10112,O82491,3702.AT4G10710.1,3702
10113,Q8IRG6,7227.FBpp0072743,7227
10114,E1BUG7,9031.ENSGALP00000010258,9031
10115,P06843,4932.YER161C,4932
10116,P23615,4932.YGR116W,4932
10117,Q9C004,9606.ENSP00000344967,9606
10118,O44783,7227.FBpp0073004,7227
10119,O43019,4896.SPBC354.05c.1,4896
10120,P32342,4932.YKL122C,4932
10121,O74436,4896.SPCC1682.05c.1,4896
10122,Q10284,4896.SPBC1709.05.1,4896
10123,P40150,4932.YNL209W,4932
10124,P20226,9606.ENSP00000375942,9606
10125,O02073,6239.F19B10.9,6239
10126,Q9EPZ6,10090.ENSMUSP00000034991,10090
10127,Q9JKD8,10090.ENSMUSP00000001484,10090
10128,Q22289,6239.T07C4.6,6239
10129,Q9JLR5,10090.ENSMUSP00000006818,10090
10130,Q13428,9606.ENSP00000367028,9606
10131,P50990,9606.ENSP00000286788,9606
10132,Q99MV1,10090.ENSMUSP00000107231,10090
10133,Q5VCS6,10090.ENSMUSP00000137298,10090
10134,P61407,10090.ENSMUSP00000035338,10090
10135,Q8NHU6,9606.ENSP00000347444,9606
10136,E1JH25,7227.FBpp0290143,7227
10137,Q3ZBF7,9913.ENSBTAP00000023908,9913
10138,Q9P3W5,4896.SPAC458.03.1,4896
10139,P47938,7227.FBpp0070717,7227
10140,Q86W42,9606.ENSP00000326531,9606
10141,Q08231,4932.YOL072W,4932
10142,Q8GSI0,4530.OS03T0180800-01,4530
10143,Q7Z2Z1,9606.ENSP00000268138,9606
10144,Q13263,9606.ENSP00000253024,9606
10145,B9EJG8,9606.ENSP00000420919,9606
10146,Q925D4,10116.ENSRNOP00000011327,10116
10147,P13984,9606.ENSP00000340823,9606
10148,Q9YHE8,7955.ENSDARP00000090035,7955
10149,O75478,9606.ENSP00000481091,9606
10150,Q9D1E6,10090.ENSMUSP00000006254,10090
10151,Q9SMR2,3702.AT4G39920.1,3702
10152,P83887,10090.ENSMUSP00000048036,10090
10153,Q9UHD2,9606.ENSP00000329967,9606
10154,Q3UB74,10090.ENSMUSP00000112600,10090
10155,Q9BQ70,9606.ENSP00000263346,9606
10156,P48643,9606.ENSP00000280326,9606
10157,P38854,4932.YHR159W,4932
10158,Q04545,4932.YML081W,4932
10159,Q13569,9606.ENSP00000376611,9606
10160,Q5QJE6,9606.ENSP00000411010,9606
10161,Q8NDG6,9606.ENSP00000387303,9606
10162,Q6YUS3,4530.OS02T0120500-01,4530
10163,Q7K4M4,7227.FBpp0086165,7227
10164,O15273,9606.ENSP00000312624,9606
10165,Q16514,9606.ENSP00000263974,9606
10166,P11747,4932.YML098W,4932
10167,Q6P1X5,9606.ENSP00000367406,9606
10168,Q5VWG9,9606.ENSP00000340271,9606
10169,H6D7E6,7955.ENSDARP00000129806,7955
10170,Q4KMP7,9606.ENSP00000386538,9606
10171,P99024,10090.ENSMUSP00000001566,10090
10172,P02557,4932.YFL037W,4932
10173,Q99426,9606.ENSP00000221855,9606
10174,Q9BTW9,9606.ENSP00000347719,9606
10175,Q02457,4932.YPL128C,4932
10176,Q3YBR2,9606.ENSP00000409016,9606
10177,Q9UL17,9606.ENSP00000177694,9606
10178,Q9BRU2,9606.ENSP00000329794,9606
10179,O80662,3702.AT1G77290.1,3702
10180,Q94K05,3702.AT3G03960.1,3702
10181,P31265,3702.AT3G16640.1,3702
10182,P13693,9606.ENSP00000477781,9606
10183,Q9H147,9606.ENSP00000361705,9606
